Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
31371705,Another Brooklyn,Jacqueline Woodson,"Woodson, Jacqueline",,"=""0062359991""","=""9780062359995""",4,3.87,Amistad,Paperback,192,2017,2016,2020/03/02,2019/04/13,2020,2020 (#8),read,,,,1,,,0,,,,,
26068115,The Yoga of Max's Discontent,Karan Bajaj,"Bajaj, Karan",,"=""1594634114""","=""9781594634116""",0,3.87,Riverhead Books,Hardcover,336,2016,2015,,2020/03/04,to-read,to-read (#515),to-read,,,,0,,,0,,,,,
40718386,The Passengers,John Marrs,"Marrs, John",,"=""1473558522""","=""9781473558526""",0,4.10,Ebury Digital,ebook,400,2019,2019,,2020/03/03,to-read,to-read (#513),to-read,,,,0,,,0,,,,,
51978471,The Mountains Sing,Nguyễn Phan Quế Mai,"Mai, Nguyễn Phan Quế",,"=""""","=""""",0,4.32,Algonquin Books,Kindle Edition,352,2020,2020,,2020/01/04,to-read,to-read (#408),to-read,,,,0,,,0,,,,,
863768,The Waves,Virginia Woolf,"Woolf, Virginia",,"=""0141182717""","=""9780141182711""",0,4.15,Penguin Books,Paperback,228,2000,1931,,2019/07/01,to-read,to-read (#511),to-read,,,,0,,,0,,,,,
6689,James and the Giant Peach,Roald Dahl,"Dahl, Roald",Quentin Blake,"=""0375814248""","=""9780375814242""",0,4.02,Alfred A. Knopf ,Hardcover,146,2002,1961,,2020/02/26,to-read,to-read (#510),to-read,,,,0,,,0,,,,,
19380,Candide,Voltaire,"Voltaire, Voltaire",Sara Gioacchino Corcos,"=""0486266893""","=""9780486266893""",0,3.77,Dover Publications,Paperback,129,1991,1759,,2020/02/26,to-read,to-read (#509),to-read,,,,0,,,0,,,,,
40216800,Sold on a Monday,Kristina McMorris,"McMorris, Kristina",,"=""1492663999""","=""9781492663997""",0,3.87,Sourcebooks Landmark,Paperback,344,2018,2018,,2020/02/26,to-read,to-read (#508),to-read,,,,0,,,0,,,,,
39738353,Lanny,Max Porter,"Porter, Max",,"=""0571340288""","=""9780571340286""",0,4.10,Faber & Faber,Hardcover,210,2019,2019,,2020/02/24,to-read,to-read (#507),to-read,,,,0,,,0,,,,,
3304674,The Theory of Light and Matter,Andrew  Porter,"Porter, Andrew",,"=""0820332097""","=""9780820332093""",0,4.30,University of Georgia Press,Hardcover,192,2008,2008,,2020/02/23,to-read,to-read (#506),to-read,,,,0,,,0,,,,,
4985,Welcome to the Monkey House,Kurt Vonnegut Jr.,"Jr., Kurt Vonnegut",Курт Воннегут,"=""0385333501""","=""9780385333504""",0,4.13,Dial Press Trade Paperbacks,Paperback,331,2013,1968,,2020/02/23,to-read,to-read (#505),to-read,,,,0,,,0,,,,,
529172,Drinking Coffee Elsewhere,Z.Z. Packer,"Packer, Z.Z.",,"=""1573223786""","=""9781573223782""",0,3.85,Riverhead Books,Paperback,265,2004,2004,,2020/02/23,to-read,to-read (#504),to-read,,,,0,,,0,,,,,
415230,Pastoralia,George Saunders,"Saunders, George",,"=""1573221619""","=""9781573221610""",0,4.10,Riverhead Books,Paperback,188,2000,2000,,2020/02/23,to-read,to-read (#503),to-read,,,,0,,,0,,,,,
222093,City,Clifford D. Simak,"Simak, Clifford D.",,"=""188296828X""","=""9781882968282""",0,4.10,Old Earth Books,Hardcover,251,2008,1952,,2020/02/23,to-read,to-read (#502),to-read,,,,0,,,0,,,,,
53064,Death in Venice and Other Tales,Thomas Mann,"Mann, Thomas",Joachim Neugroschel,"=""0141181737""","=""9780141181738""",0,3.90,Penguin Classics,Paperback,384,1999,1911,,2020/02/23,to-read,to-read (#501),to-read,,,,0,,,0,,,,,
2968,The Complete Short Stories of Mark Twain,Mark Twain,"Twain, Mark",Charles Neider,"=""0553211951""","=""9780553211955""",0,4.28,Bantam Classics,Paperback,848,1984,1957,,2020/02/23,to-read,to-read (#499),to-read,,,,0,,,0,,,,,
600349,Dangerous Visions,Harlan Ellison,"Ellison, Harlan","Michael Moorcock, Isaac Asimov, Lester del Rey, Robert Silverberg, Frederik Pohl, Philip José Farmer, Miriam Allen deFord, Robert Bloch, Brian W. Aldiss, Howard Rodman, Philip K. Dick, Larry Niven, Fritz Leiber, Joe L. Hensley, Poul Anderson, David R. Bunch, James Cross, Carol Emshwiller, Damon Knight, Theodore Sturgeon, Larry Eisenberg, Henry Slesar, Sonya Dorman, John Sladek, Jonathan Brand, Kris Neville, R.A. Lafferty, J.G. Ballard, John Brunner, Keith Laumer, Norman Spinrad, Roger Zelazny, Samuel R. Delany","=""0743452615""","=""9780743452618""",0,4.19,iBooks,Paperback,592,2002,1967,,2020/02/23,to-read,to-read (#498),to-read,,,,0,,,0,,,,,
11569,Different Seasons,Stephen King,"King, Stephen",,"=""""","=""""",0,4.35,Signet,Paperback,508,1983,1982,,2020/02/23,to-read,to-read (#497),to-read,,,,0,,,0,,,,,
89723,The Lottery and Other Stories,Shirley Jackson,"Jackson, Shirley",,"=""0374529531""","=""9780374529536""",0,4.06,"Farrar, Straus and Giroux",Paperback,302,2005,1948,,2020/02/23,to-read,to-read (#496),to-read,,,,0,,,0,,,,,
25087950,The Woman Warrior: Memoirs of a Girlhood Among Ghosts,Maxine Hong Kingston,"Kingston, Maxine Hong",,"=""""","=""""",0,3.73,"Random House, Inc",Paperback,209,1989,1976,,2020/02/16,to-read,to-read (#495),to-read,,,,0,,,0,,,,,
6101138,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,"Mantel, Hilary",,"=""0007230206""","=""9780007230204""",0,3.88,HarperCollins Publishers Ltd,Paperback,653,2010,2009,,2020/02/16,to-read,to-read (#494),to-read,,,,0,,,0,,,,,
11275,The Wind-Up Bird Chronicle,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0965341984""","=""9780965341981""",0,4.16,Knopf,Paperback,607,1997,1994,,2020/02/16,to-read,to-read (#493),to-read,,,,0,,,0,,,,,
3711,White Teeth,Zadie Smith,"Smith, Zadie",,"=""0375703861""","=""9780375703867""",0,3.77,Vintage,Paperback,448,2001,2000,,2020/02/16,to-read,to-read (#492),to-read,,,,0,,,0,,,,,
472331,Watchmen,Alan Moore,"Moore, Alan","Dave Gibbons, John    Higgins","=""0930289234""","=""9780930289232""",0,4.36,DC Comics,Paperback,416,2005,1987,,2020/02/16,to-read,to-read (#491),to-read,,,,0,,,0,,,,,
9717,The Unbearable Lightness of Being,Milan Kundera,"Kundera, Milan",Michael Henry Heim,"=""0571224385""","=""9780571224388""",0,4.10,Harper Perennial,Paperback,320,2009,1984,,2020/02/16,to-read,to-read (#490),to-read,,,,0,,,0,,,,,
20518872,The Three-Body Problem (Remembrance of Earth’s Past #1),Liu Cixin,"Cixin, Liu",Ken Liu,"=""0765377063""","=""9780765377067""",0,4.06,Tor Books,Hardcover,399,2014,2006,,2020/02/16,to-read,to-read (#489),to-read,,,,0,,,0,,,,,
13641208,Tenth of December,George Saunders,"Saunders, George",,"=""0812993802""","=""9780812993806""",0,3.97,Random House,Hardcover,251,2013,2013,,2020/02/16,to-read,to-read (#488),to-read,,,,0,,,0,,,,,
11686,The Stories of John Cheever,John Cheever,"Cheever, John",Pelle Fritz-Crone,"=""0375724427""","=""9780375724428""",0,4.27,Vintage International,Paperback,693,2000,1978,,2020/02/16,to-read,to-read (#487),to-read,,,,0,,,0,,,,,
139569,Stone Butch Blues,Leslie Feinberg,"Feinberg, Leslie",,"=""1555838537""","=""9781555838539""",0,4.34,Alyson Books,Hardcover,308,2003,1993,,2020/02/16,to-read,to-read (#486),to-read,,,,0,,,0,,,,,
7354,The Shipping News,Annie Proulx,"Proulx, Annie",,"=""0743225422""","=""9780743225427""",0,3.86,Scribner Book Company,Paperback,337,2002,1993,,2020/02/16,to-read,to-read (#485),to-read,,,,0,,,0,,,,,
10054335,Rules of Civility,Amor Towles,"Towles, Amor",,"=""0670022691""","=""9780670022694""",0,4.04,Viking Adult,Hardcover,335,2011,2011,,2020/02/16,to-read,to-read (#484),to-read,,,,0,,,0,,,,,
13602426,The Round House,Louise Erdrich,"Erdrich, Louise",,"=""0062065246""","=""9780062065247""",0,3.94,HarperCollins,Hardcover,323,2012,2012,,2020/02/16,to-read,to-read (#483),to-read,,,,0,,,0,,,,,
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,4.12,Faber & Faber,Paperback,258,2005,1989,,2020/02/16,to-read,to-read (#482),to-read,,,,0,,,0,,,,,
12873,Rebecca,Daphne du Maurier,"Maurier, Daphne du",Sally Beauman,"=""1844080382""","=""9781844080380""",0,4.23,Virago Press (UK),Paperback,441,2007,1938,,2020/02/16,to-read,to-read (#481),to-read,,,,0,,,0,,,,,
52397,"Parable of the Sower (Earthseed, #1)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446675504""","=""9780446675505""",0,4.17,Grand Central Publishing,Paperback,345,2000,1993,,2020/02/16,to-read,to-read (#480),to-read,,,,0,,,0,,,,,
398323,Out Stealing Horses,Per Petterson,"Petterson, Per",Anne Born,"=""1555974708""","=""9781555974701""",0,3.81,Graywolf Press,Hardcover,258,2007,2003,,2020/02/16,to-read,to-read (#479),to-read,,,,0,,,0,,,,,
1736739,"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,"Strout, Elizabeth",,"=""""","=""""",0,3.83,Random House,Hardcover,270,2008,2008,,2020/02/16,to-read,to-read (#478),to-read,,,,0,,,0,,,,,
13586707,My Brilliant Friend,Elena Ferrante,"Ferrante, Elena",Ann Goldstein,"=""""","=""""",0,3.96,Europa Editions,Paperback,331,2012,2011,,2020/02/16,to-read,to-read (#477),to-read,,,,0,,,0,,,,,
14942,Mrs. Dalloway,Virginia Woolf,"Woolf, Virginia",Maureen Howard,"=""0151009988""","=""9780151009985""",0,3.79,Houghton Mifflin Harcourt,Hardcover,194,2002,1925,,2020/02/16,to-read,to-read (#476),to-read,,,,0,,,0,,,,,
762284,Money: A Suicide Note,Martin Amis,"Amis, Martin",,"=""0140088911""","=""9780140088915""",0,3.71,Penguin Books,Paperback,363,1986,1984,,2020/02/16,to-read,to-read (#475),to-read,,,,0,,,0,,,,,
386187,Midnight in the Garden of Good and Evil,John Berendt,"Berendt, John",,"=""0679751521""","=""9780679751526""",0,3.92,Vintage,Paperback,386,1999,1994,,2020/02/16,to-read,to-read (#474),to-read,,,,0,,,0,,,,,
92610,Rocannon's World,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441732968""","=""9780441732968""",0,3.75,Ace,Paperback,144,1984,1966,,2020/02/16,to-read,to-read (#473),to-read,,,,0,,,0,,,,,
18423,The Left Hand of Darkness (Hainish Cycle #4),Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",0,4.07,Ace,Paperback,304,2000,1969,,2020/02/16,to-read,to-read (#472),to-read,,,,0,,,0,,,,,
8719,Julian,Gore Vidal,"Vidal, Gore",,"=""""","=""""",0,4.20,Vintage,Paperback,528,2003,1964,,2020/02/16,to-read,to-read (#471),to-read,,,,0,,,0,,,,,
871781,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Jon Krakauer,"Krakauer, Jon",,"=""0679457526""","=""9780679457527""",0,4.18,Villard,Hardcover,293,1997,1997,,2020/02/16,to-read,to-read (#470),to-read,,,,0,,,0,,,,,
347339,Indigo,Beverly Jenkins,"Jenkins, Beverly",,"=""0595002021""","=""9780595002023""",0,4.42,iUniverse,Paperback,372,2000,1996,,2020/02/16,to-read,to-read (#469),to-read,,,,0,,,0,,,,,
17728,The House of Mirth,Edith Wharton,"Wharton, Edith",Nina Bawden,"=""1844082938""","=""9781844082933""",0,3.95,Virago,Paperback,351,2006,1905,,2020/02/16,to-read,to-read (#466),to-read,,,,0,,,0,,,,,
217329,Gotham: A History of New York City to 1898,Edwin G. Burrows,"Burrows, Edwin G.",Mike  Wallace,"=""0195140494""","=""9780195140491""",0,4.25,"Oxford University Press, USA",Paperback,1408,2000,1998,,2020/02/16,to-read,to-read (#464),to-read,,,,0,,,0,,,,,
48464,A Good Man is Hard to Find and Other Stories,Flannery O'Connor,"O'Connor, Flannery",,"=""0151365040""","=""9780151365043""",0,4.21,Harcourt Brace Jovanovich,Hardcover,252,1992,1968,,2020/02/16,to-read,to-read (#463),to-read,,,,0,,,0,,,,,
38462,Giovanni's Room,James Baldwin,"Baldwin, James",,"=""0141186356""","=""9780141186351""",0,4.24,Penguin,Paperback,159,2000,1956,,2020/02/16,to-read,to-read (#462),to-read,,,,0,,,0,,,,,
11713,The English Patient,Michael Ondaatje,"Ondaatje, Michael",,"=""0771068719""","=""9780771068713""",0,3.88,McClelland & Stewart,Hardcover,320,2006,1992,,2020/02/16,to-read,to-read (#461),to-read,,,,0,,,0,,,,,
234225,"Dune (Dune Chronicles, #1)",Frank Herbert,"Herbert, Frank",Domingo Santos,"=""0340839937""","=""9780340839935""",0,4.23,Hodder & Stoughton,Paperback,604,2006,1965,,2020/02/16,to-read,to-read (#460),to-read,,,,0,,,0,,,,,
37100,"Devil in a Blue Dress (Easy Rawlins, #1)",Walter Mosley,"Mosley, Walter",,"=""""","=""""",0,3.89,Washington Square Press,Paperback,263,2002,1990,,2020/02/16,to-read,to-read (#458),to-read,,,,0,,,0,,,,,
168668,"Catch-22 (Catch-22, #1)",Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2020/02/16,to-read,to-read (#456),to-read,,,,0,,,0,,,,,
30933,Brideshead Revisited,Evelyn Waugh,"Waugh, Evelyn",,"=""0316926345""","=""9780316926348""",0,4.00,Back Bay Books,Paperback,351,1982,1945,,2020/02/16,to-read,to-read (#455),to-read,,,,0,,,0,,,,,
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"Chandler, Raymond",,"=""0394758285""","=""9780394758282""",0,4.00,Vintage Crime,Paperback,231,1988,1939,,2020/02/16,to-read,to-read (#454),to-read,,,,0,,,0,,,,,
3985,The Amazing Adventures of Kavalier & Clay,Michael Chabon,"Chabon, Michael",,"=""0312282990""","=""9780312282998""",0,4.18,Picador USA,Paperback,639,2001,2000,,2020/02/16,to-read,to-read (#452),to-read,,,,0,,,0,,,,,
13145,"Along Came a Spider (Alex Cross, #1)",James Patterson,"Patterson, James",,"=""0446692638""","=""9780446692632""",0,4.11,Grand Central Publishing,Paperback,449,2003,1993,,2020/02/16,to-read,to-read (#451),to-read,,,,0,,,0,,,,,
9757482,The Age of Anxiety: A Baroque Eclogue,W.H. Auden,"Auden, W.H.",Alan Jacobs,"=""069113815X""","=""9780691138152""",0,4.10,Princeton University Press,Hardcover,200,2011,1947,,2020/02/16,to-read,to-read (#450),to-read,,,,0,,,0,,,,,
51318668,Before Familiar Woods,Ian Pisarcik,"Pisarcik, Ian",,"=""1643852957""","=""9781643852959""",0,3.82,Crooked Lane Books,Hardcover,304,2020,2020,,2020/01/16,to-read,to-read (#437),to-read,,,,0,,,0,,,,,
45493566,Look Both Ways: A Tale Told in Ten Blocks,Jason Reynolds,"Reynolds, Jason",Alexander Nabaum,"=""""","=""""",0,4.02,Atheneum/Caitlyn Dlouhy Books,Kindle Edition,204,2019,2019,,2020/01/14,to-read,to-read (#430),to-read,,,,0,,,0,,,,,
17573681,Spillover: Animal Infections and the Next Human Pandemic,David Quammen,"Quammen, David",,"=""0393346617""","=""9780393346619""",0,4.36,W. W. Norton  Company,Paperback,592,2013,2012,,2020/01/28,to-read,to-read (#449),to-read,,,,0,,,0,,,,,
45046788,The Look-Alike,Erica Spindler,"Spindler, Erica",,"=""1250083672""","=""9781250083678""",0,3.82,St. Martin's Press,Hardcover,311,2020,2020,,2020/01/28,to-read,to-read (#448),to-read,,,,0,,,0,,,,,
43615056,Last of Her Name,Mimi Lok,"Lok, Mimi",,"=""""","=""""",0,4.17,Kaya Press ,Paperback,200,2019,2019,,2020/01/25,to-read,to-read (#447),to-read,,,,0,,,0,,,,,
37805364,Now We Shall Be Entirely Free,Andrew  Miller,"Miller, Andrew",,"=""1444784692""","=""9781444784695""",0,3.89,Sceptre,Hardcover,421,2018,2018,,2020/01/23,to-read,to-read (#446),to-read,,,,0,,,0,,,,,
44540158,The Innocents,Michael Crummey,"Crummey, Michael",,"=""""","=""""",0,3.87,Doubleday,Kindle Edition,293,2019,2019,,2020/01/22,to-read,to-read (#445),to-read,,,,0,,,0,,,,,
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,"Ridley, Matt",,"=""0060894083""","=""9780060894085""",0,4.04,Harper Perennial,Paperback,344,2006,1999,,2020/01/21,to-read,to-read (#444),to-read,,,,0,,,0,,,,,
41880602,Fleishman Is in Trouble,Taffy Brodesser-Akner,"Brodesser-Akner, Taffy",,"=""0525510877""","=""9780525510871""",4,3.67,Random House,Hardcover,373,2019,2019,2020/01/15,2020/01/09,2020,2020 (#5),read,,,,1,,,0,,,,,
668,We the Living,Ayn Rand,"Rand, Ayn",Leonard Peikoff,"=""0451187849""","=""9780451187840""",0,3.92,Signet,Paperback,464,1996,1936,,2020/01/18,to-read,to-read (#443),to-read,,,,0,,,0,,,,,
85301,Unaccustomed Earth,Jhumpa Lahiri,"Lahiri, Jhumpa",,"=""0676979343""","=""9780676979343""",0,4.12,Knopf,Hardcover,352,2008,2008,,2020/01/17,to-read,to-read (#442),to-read,,,,0,,,0,,,,,
18490637,My Real Children,Jo Walton,"Walton, Jo",,"=""0765332655""","=""9780765332653""",0,3.79,Tor Books,Hardcover,320,2014,2014,,2020/01/17,to-read,to-read (#441),to-read,,,,0,,,0,,,,,
20724710,The End of Days,Jenny Erpenbeck,"Erpenbeck, Jenny",Susan Bernofsky,"=""081122192X""","=""9780811221924""",0,3.73,New Directions,Hardcover,320,2014,2012,,2020/01/17,to-read,to-read (#440),to-read,,,,0,,,0,,,,,
35066358,The First Fifteen Lives of Harry August,Claire North,"North, Claire",,"=""""","=""""",0,4.04,Redhook,Kindle Edition,417,2014,2014,,2020/01/17,to-read,to-read (#438),to-read,,,,0,,,0,,,,,
46263943,Real Life,Brandon  Taylor,"Taylor, Brandon",,"=""0525538887""","=""9780525538882""",0,3.96,Riverhead Books,Hardcover,336,2020,2020,,2020/01/16,to-read,to-read (#436),to-read,,,,0,,,0,,,,,
43923951,Such a Fun Age,Kiley Reid,"Reid, Kiley",,"=""052554190X""","=""9780525541905""",0,3.85,G.P. Putnam's Sons,Hardcover,310,2019,2019,,2020/01/16,to-read,to-read (#434),to-read,,,,0,,,0,,,,,
34051011,Pachinko,Min Jin Lee,"Lee, Min Jin",,"=""""","=""""",0,4.27,Grand Central Publishing,Kindle Edition,496,2017,2017,,2020/01/16,to-read,to-read (#433),to-read,,,,0,,,0,,,,,
43263680,"Ninth House (Alex Stern, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250313074""","=""9781250313072""",0,4.06,Flatiron Books,Hardcover,459,2019,2019,,2020/01/16,to-read,to-read (#432),to-read,,,,0,,,0,,,,,
41057294,Normal People,Sally Rooney,"Rooney, Sally",,"=""1984822179""","=""9781984822178""",2,3.87,Hogarth Press,Hardcover,273,2019,2018,2020/01/14,2020/01/12,2020,2020 (#4),read,,,,1,,,0,,,,,
304,Daniel Deronda,George Eliot,"Eliot, George",Edmund White,"=""037576013X""","=""9780375760136""",0,3.84,Modern Library,Paperback,796,2002,1876,,2020/01/14,to-read,to-read (#431),to-read,,,,0,,,0,,,,,
43682552,How We Fight For Our Lives,Saeed Jones,"Jones, Saeed",,"=""1501132733""","=""9781501132735""",0,4.28,Simon and Schuster,Hardcover,192,2019,2019,,2020/01/14,to-read,to-read (#429),to-read,,,,0,,,0,,,,,
45294613,Dear Edward,Ann Napolitano,"Napolitano, Ann",,"=""198485478X""","=""9781984854780""",0,4.16,Dial Press,Hardcover,352,2020,2020,,2020/01/14,to-read,to-read (#428),to-read,,,,0,,,0,,,,,
42519313,Nothing to See Here,Kevin    Wilson,"Wilson, Kevin",,"=""0062913484""","=""9780062913487""",0,3.95,Ecco,ebook,272,2019,2019,,2020/01/14,to-read,to-read (#427),to-read,,,,0,,,0,,,,,
33224061,The Downstairs Girl,Stacey  Lee,"Lee, Stacey",,"=""""","=""""",0,4.05,Putnam,Hardcover,374,2019,2019,,2020/01/13,to-read,to-read (#426),to-read,,,,0,,,0,,,,,
43220998,The Fountains of Silence,Ruta Sepetys,"Sepetys, Ruta",,"=""0399160310""","=""9780399160318""",0,4.31,Philomel Books,Hardcover,512,2019,2019,,2020/01/13,to-read,to-read (#425),to-read,,,,0,,,0,,,,,
36342706,The New Me,Halle Butler,"Butler, Halle",,"=""0143133608""","=""9780143133605""",1,3.41,Penguin,Paperback,193,2019,2019,2020/01/12,2019/12/14,"2020, time-wasted","2020 (#3), time-wasted (#34)",read,,,,1,,,0,,,,,
14894629,The Half Has Never Been Told: Slavery and the Making of American Capitalism,Edward E. Baptist,"Baptist, Edward E.",,"=""046500296X""","=""9780465002962""",0,4.45,Basic Books,Hardcover,498,2014,2013,,2020/01/11,to-read,to-read (#424),to-read,,,,0,,,0,,,,,
28820997,This Is How It Always Is,Laurie Frankel,"Frankel, Laurie",,"=""1250088550""","=""9781250088550""",3,4.26,Flatiron Books,Hardcover,336,2017,2017,2020/01/05,2019/10/27,2020,2020 (#1),read,,,,1,,,0,,,,,
21031,When Nietzsche Wept,Irvin D. Yalom,"Yalom, Irvin D.",,"=""0060748125""","=""9780060748128""",0,4.33,Harper Perennial,Paperback,310,2005,1992,,2020/01/09,to-read,to-read (#423),to-read,,,,0,,,0,,,,,
765811,The Women of Brewster Place,Gloria Naylor,"Naylor, Gloria",,"=""014006690X""","=""9780140066906""",0,4.16,Penguin Books,Paperback,192,1983,1982,,2020/01/09,to-read,to-read (#422),to-read,,,,0,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",0,4.18,Tor Fantasy,Mass Market Paperback,638,2006,2005,,2020/01/09,to-read,to-read (#421),to-read,,,,0,,,0,,,,,
139253,The House on Mango Street,Sandra Cisneros,"Cisneros, Sandra",,"=""0679734775""","=""9780679734772""",0,3.65,Vintage,Paperback,110,2009,1984,,2020/01/09,to-read,to-read (#420),to-read,,,,0,,,0,,,,,
9777,The God of Small Things,Arundhati Roy,"Roy, Arundhati","Claude Demanuelli, Barbara Auer, Diana Quick, Luana Stoica, Donada  Peters, Josep Julià Ballbé","=""0679457313""","=""9780679457312""",0,3.94,Random House,Hardcover,340,1997,1997,,2020/01/09,to-read,to-read (#419),to-read,,,,0,,,0,,,,,
9375,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"Flagg, Fannie",,"=""0375508414""","=""9780375508417""",0,4.28,Random House,Hardcover,416,2002,1987,,2020/01/09,to-read,to-read (#418),to-read,,,,0,,,0,,,,,
62772,I Am a Cat,Natsume Sōseki,"Sōseki, Natsume","Aiko Ito, Graeme Wilson","=""080483265X""","=""9780804832656""",0,3.71,Tuttle Publishing,Paperback,480,2001,1905,,2020/01/05,to-read,to-read (#417),to-read,,,,0,,,0,,,,,
45046893,Oona Out of Order,Margarita Montimore,"Montimore, Margarita",,"=""1250236606""","=""9781250236609""",0,3.89,Flatiron Books,Hardcover,339,2020,2020,,2020/01/04,to-read,to-read (#415),to-read,,,,0,,,0,,,,,
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,"=""0525510540""","=""9780525510543""",0,4.20,Random House,Hardcover,303,2019,2019,,2020/01/03,to-read,to-read (#414),to-read,,,,0,,,0,,,,,
45186565,Uncanny Valley,Anna Wiener,"Wiener, Anna",,"=""0374278016""","=""9780374278014""",0,3.70,MCD,Hardcover,288,2020,2020,,2020/01/05,to-read,to-read (#413),to-read,,,,0,,,0,,,,,
1044863,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.",Ilse Lasch,"=""067166736X""","=""""",4,4.36,Washington Square Press / Pocket Books,Mass Market Paperback,221,1985,1946,2019/10/12,2013/11/02,2019,2019 (#28),read,,,,1,,,0,,,,,
9751673,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,"Wilkerson, Isabel",,"=""0679763880""","=""9780679763888""",4,4.38,Vintage,Paperback,622,2011,2010,2019/12/11,2018/12/11,2019,2019 (#29),read,,,,1,,,0,,,,,
